en,fr,it,de,es,ko,kana
"Its body is covered with a down that can refract light in such a way that it becomes invisible.","Its body is covered with a down that can refract light in such a way that it becomes invisible.","Its body is covered with a down that can refract light in such a way that it becomes invisible.","Its body is covered with a down that can refract light in such a way that it becomes invisible.","Its body is covered with a down that can refract light in such a way that it becomes invisible.","Its body is covered with a down that can refract light in such a way that it becomes invisible.","Its body is covered with a down that can refract light in such a way that it becomes invisible."
"A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes.","A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes.","A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes.","A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes.","A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes.","A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes.","A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes."
"An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon."
"An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon."
"An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.","An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon."
"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
"It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.","It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.","It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.","It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.","It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.","It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.","It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud."
"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.","Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.","Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.","Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.","Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.","Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.","Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed."
"It has a pliable body without any bones. If any part of its body is torn off, it grows right back.","It has a pliable body without any bones. If any part of its body is torn off, it grows right back.","It has a pliable body without any bones. If any part of its body is torn off, it grows right back.","It has a pliable body without any bones. If any part of its body is torn off, it grows right back.","It has a pliable body without any bones. If any part of its body is torn off, it grows right back.","It has a pliable body without any bones. If any part of its body is torn off, it grows right back.","It has a pliable body without any bones. If any part of its body is torn off, it grows right back."
"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.","When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.","When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.","When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.","When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.","When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.","When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
"It has the ability to sense the auras of all things. It understands human speech.","It has the ability to sense the auras of all things. It understands human speech.","It has the ability to sense the auras of all things. It understands human speech.","It has the ability to sense the auras of all things. It understands human speech.","It has the ability to sense the auras of all things. It understands human speech.","It has the ability to sense the auras of all things. It understands human speech.","It has the ability to sense the auras of all things. It understands human speech."
"It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.","It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.","It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.","It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.","It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.","It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.","It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman."
"Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc."
"Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc."
"Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc."
"Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc."
"Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc."
"A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.","A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.","A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.","A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.","A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.","A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.","A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery."
"It lives in flower patches and avoids detection by curling up to look like a flowering plant.","It lives in flower patches and avoids detection by curling up to look like a flowering plant.","It lives in flower patches and avoids detection by curling up to look like a flowering plant.","It lives in flower patches and avoids detection by curling up to look like a flowering plant.","It lives in flower patches and avoids detection by curling up to look like a flowering plant.","It lives in flower patches and avoids detection by curling up to look like a flowering plant.","It lives in flower patches and avoids detection by curling up to look like a flowering plant."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.","It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
